,size,floor,district,metro,rooms,renovation,price,size_fuzz,floor_fuzz,metro_fuzz,rooms_fuzz,price_fuzz
2813,45,4,Шевченківський,1074,1,fashion,93990,Normal,Low,Normal,Few,Expensive
2814,36,5,Подільський,1923,1,new,14206,Normal,Normal,Normal,Few,Cheap
2815,76,23,Дніпровський,4190,2,fashion,76940,Large,High,Far,Normal,Expensive
2816,65,1,Оболонський,3815,1,classic,88861,Normal,Low,Far,Few,Expensive
2817,34,5,Деснянський,1051,1,fashion,59364,Small,Normal,Normal,Few,Expensive
2818,27,16,Соломянський,4055,2,new,13692,Small,High,Far,Normal,Cheap
2819,85,10,Дарницький,4568,1,new,57856,Large,Normal,Far,Few,Expensive
2820,93,15,Соломянський,1713,1,new,86183,Large,High,Normal,Few,Expensive
2821,45,17,Деснянський,3539,3,classic,40659,Normal,High,Far,Normal,Normal
2822,47,13,Деснянський,1311,2,fashion,34272,Normal,High,Normal,Normal,Normal
2823,74,8,Подільський,2170,2,old,87998,Large,Normal,Normal,Normal,Expensive
2824,32,16,Подільський,1971,2,old,12190,Small,High,Normal,Normal,Cheap
2825,81,13,Шевченківський,3069,2,old,34396,Large,High,Far,Normal,Normal
2826,64,17,Дарницький,670,2,new,22418,Normal,High,Normal,Normal,Cheap
2827,50,9,Дарницький,3307,3,fashion,34951,Normal,Normal,Far,Normal,Normal
2828,46,9,Соломянський,4602,1,classic,14433,Normal,Normal,Far,Few,Cheap
2829,93,13,Святошинський,3893,2,fashion,32421,Large,High,Far,Normal,Normal
2830,51,20,Святошинський,3737,1,new,96714,Normal,High,Far,Few,Expensive
2831,89,15,Печерський,1513,1,fashion,68967,Large,High,Normal,Few,Expensive
2832,68,7,Подільський,4889,1,classic,62212,Large,Normal,Far,Few,Expensive
2833,65,9,Дніпровський,4855,2,old,72134,Normal,Normal,Far,Normal,Expensive
2834,72,15,Шевченківський,4677,2,old,27761,Large,High,Far,Normal,Cheap
2835,83,1,Дніпровський,2232,3,new,57362,Large,Low,Normal,Normal,Expensive
2836,43,5,Соломянський,3902,2,fashion,98628,Normal,Normal,Far,Normal,Expensive
2837,62,7,Шевченківський,1635,3,old,71302,Normal,Normal,Normal,Normal,Expensive
2838,62,5,Оболонський,1711,3,fashion,43393,Normal,Normal,Normal,Normal,Normal
2839,26,15,Голосіївський,4644,3,classic,82472,Small,High,Far,Normal,Expensive
2840,48,4,Дарницький,1773,1,classic,43684,Normal,Low,Normal,Few,Normal
2841,78,4,Святошинський,2086,1,classic,87056,Large,Low,Normal,Few,Expensive
2842,41,10,Соломянський,4214,3,fashion,43672,Normal,Normal,Far,Normal,Normal
2843,32,10,Святошинський,3426,3,old,51221,Small,Normal,Far,Normal,Expensive
2844,62,3,Печерський,576,2,new,97877,Normal,Low,Normal,Normal,Expensive
2845,62,18,Дарницький,2457,3,fashion,85552,Normal,High,Normal,Normal,Expensive
2846,43,21,Печерський,2115,1,new,71946,Normal,High,Normal,Few,Expensive
2847,52,19,Дарницький,1964,1,classic,53548,Normal,High,Normal,Few,Expensive
2848,20,12,Деснянський,3442,1,new,61321,Small,Normal,Far,Few,Expensive
2849,25,9,Святошинський,2437,2,classic,98011,Small,Normal,Normal,Normal,Expensive
2850,48,8,Соломянський,3174,2,classic,70566,Normal,Normal,Far,Normal,Expensive
2851,39,3,Соломянський,1391,1,classic,36157,Normal,Low,Normal,Few,Normal
2852,93,10,Дарницький,2884,2,classic,32938,Large,Normal,Far,Normal,Normal
2853,33,22,Дарницький,2335,3,new,24453,Small,High,Normal,Normal,Cheap
2854,80,7,Оболонський,4535,1,classic,15916,Large,Normal,Far,Few,Cheap
2855,69,21,Деснянський,4421,3,new,59115,Large,High,Far,Normal,Expensive
2856,67,12,Дарницький,230,1,classic,37335,Large,Normal,Near,Few,Normal
2857,61,21,Голосіївський,925,2,old,92692,Normal,High,Normal,Normal,Expensive
2858,68,2,Дарницький,1652,3,classic,53798,Large,Low,Normal,Normal,Expensive
2859,72,10,Дарницький,1282,1,old,38633,Large,Normal,Normal,Few,Normal
2860,46,7,Деснянський,4624,1,old,13570,Normal,Normal,Far,Few,Cheap
2861,94,18,Подільський,1247,1,classic,24040,Large,High,Normal,Few,Cheap
2862,41,4,Дніпровський,3545,3,fashion,14662,Normal,Low,Far,Normal,Cheap
2863,73,14,Печерський,3304,2,old,84432,Large,High,Far,Normal,Expensive
2864,25,5,Печерський,1036,1,new,98551,Small,Normal,Normal,Few,Expensive
2865,66,22,Соломянський,3524,1,old,16595,Large,High,Far,Few,Cheap
2866,86,11,Деснянський,3941,2,new,77611,Large,Normal,Far,Normal,Expensive
2867,54,10,Святошинський,199,2,new,21491,Normal,Normal,Near,Normal,Cheap
2868,94,12,Шевченківський,1189,1,old,65781,Large,Normal,Normal,Few,Expensive
2869,67,24,Голосіївський,1538,2,old,39816,Large,High,Normal,Normal,Normal
2870,50,2,Подільський,634,3,classic,53680,Normal,Low,Normal,Normal,Expensive
2871,46,2,Печерський,724,2,old,50744,Normal,Low,Normal,Normal,Expensive
2872,27,2,Голосіївський,3590,3,old,46684,Small,Low,Far,Normal,Normal
2873,41,17,Соломянський,4023,2,classic,93101,Normal,High,Far,Normal,Expensive
2874,38,6,Оболонський,480,3,new,37228,Normal,Normal,Near,Normal,Normal
2875,52,19,Дарницький,2026,1,fashion,51365,Normal,High,Normal,Few,Expensive
2876,63,14,Соломянський,1289,3,old,48432,Normal,High,Normal,Normal,Normal
2877,30,18,Дарницький,2206,3,old,37063,Small,High,Normal,Normal,Normal
2878,87,7,Соломянський,772,2,new,41151,Large,Normal,Normal,Normal,Normal
2879,72,9,Шевченківський,2865,2,old,11957,Large,Normal,Far,Normal,Cheap
2880,26,20,Голосіївський,310,2,classic,32025,Small,High,Near,Normal,Normal
2881,74,8,Голосіївський,1078,3,new,32706,Large,Normal,Normal,Normal,Normal
2882,29,8,Оболонський,1825,2,new,99247,Small,Normal,Normal,Normal,Expensive
2883,20,6,Деснянський,2613,2,fashion,19569,Small,Normal,Far,Normal,Cheap
2884,46,10,Святошинський,2611,3,classic,32016,Normal,Normal,Far,Normal,Normal
2885,93,20,Голосіївський,1843,1,new,62765,Large,High,Normal,Few,Expensive
2886,40,2,Святошинський,867,1,new,14611,Normal,Low,Normal,Few,Cheap
2887,29,21,Дарницький,3535,3,new,13015,Small,High,Far,Normal,Cheap
2888,95,6,Оболонський,3037,3,new,37871,Large,Normal,Far,Normal,Normal
2889,30,3,Дарницький,4712,2,fashion,66519,Small,Low,Far,Normal,Expensive
2890,40,8,Деснянський,3405,3,classic,17588,Normal,Normal,Far,Normal,Cheap
2891,56,24,Голосіївський,391,3,new,22681,Normal,High,Near,Normal,Cheap
2892,77,4,Печерський,1904,1,old,75400,Large,Low,Normal,Few,Expensive
2893,64,20,Печерський,2903,3,classic,66328,Normal,High,Far,Normal,Expensive
2894,80,17,Подільський,3691,1,classic,68496,Large,High,Far,Few,Expensive
2895,44,5,Печерський,539,1,fashion,50618,Normal,Normal,Normal,Few,Expensive
2896,31,18,Соломянський,1429,2,classic,98181,Small,High,Normal,Normal,Expensive
2897,50,14,Печерський,2886,2,classic,42689,Normal,High,Far,Normal,Normal
2898,56,8,Деснянський,1788,2,old,20235,Normal,Normal,Normal,Normal,Cheap
2899,36,9,Голосіївський,4600,2,old,10651,Normal,Normal,Far,Normal,Cheap
2900,20,9,Печерський,3678,1,new,30221,Small,Normal,Far,Few,Normal
2901,26,15,Печерський,2705,1,classic,32207,Small,High,Far,Few,Normal
2902,76,21,Святошинський,4556,2,fashion,43264,Large,High,Far,Normal,Normal
2903,35,9,Подільський,1542,1,classic,42757,Small,Normal,Normal,Few,Normal
2904,86,12,Святошинський,918,1,new,87886,Large,Normal,Normal,Few,Expensive
2905,71,18,Деснянський,1512,3,fashion,92945,Large,High,Normal,Normal,Expensive
2906,28,4,Голосіївський,2813,3,classic,83921,Small,Low,Far,Normal,Expensive
2907,77,19,Оболонський,841,1,fashion,21297,Large,High,Normal,Few,Cheap
2908,90,6,Деснянський,963,1,classic,38388,Large,Normal,Normal,Few,Normal
2909,75,9,Оболонський,1140,3,fashion,72664,Large,Normal,Normal,Normal,Expensive
2910,88,6,Подільський,2974,3,new,86111,Large,Normal,Far,Normal,Expensive
2911,98,24,Печерський,1082,3,new,90932,Large,High,Normal,Normal,Expensive
2912,68,19,Деснянський,4090,3,fashion,28763,Large,High,Far,Normal,Cheap
2913,75,4,Подільський,402,3,old,61237,Large,Low,Near,Normal,Expensive
2914,52,6,Голосіївський,4887,3,new,64816,Normal,Normal,Far,Normal,Expensive
2915,64,11,Дарницький,1138,2,new,43209,Normal,Normal,Normal,Normal,Normal
2916,85,5,Деснянський,3754,1,fashion,60228,Large,Normal,Far,Few,Expensive
2917,35,7,Подільський,3684,2,new,93067,Small,Normal,Far,Normal,Expensive
2918,56,15,Голосіївський,478,2,classic,67956,Normal,High,Near,Normal,Expensive
2919,72,17,Соломянський,1229,2,old,72676,Large,High,Normal,Normal,Expensive
2920,21,7,Печерський,2198,1,fashion,73600,Small,Normal,Normal,Few,Expensive
2921,22,24,Печерський,1295,1,classic,54065,Small,High,Normal,Few,Expensive
2922,66,8,Святошинський,2761,1,classic,62050,Large,Normal,Far,Few,Expensive
2923,80,13,Подільський,1193,3,classic,94562,Large,High,Normal,Normal,Expensive
2924,26,18,Деснянський,626,3,old,14598,Small,High,Normal,Normal,Cheap
2925,22,3,Святошинський,4765,1,fashion,94959,Small,Low,Far,Few,Expensive
2926,43,3,Святошинський,2231,3,old,89916,Normal,Low,Normal,Normal,Expensive
2927,53,4,Подільський,1318,1,old,75259,Normal,Low,Normal,Few,Expensive
2928,44,10,Дарницький,4709,2,classic,86134,Normal,Normal,Far,Normal,Expensive
2929,39,22,Подільський,1363,2,old,23593,Normal,High,Normal,Normal,Cheap
2930,74,24,Деснянський,2737,2,classic,27289,Large,High,Far,Normal,Cheap
2931,67,8,Деснянський,2597,1,old,18341,Large,Normal,Far,Few,Cheap
2932,34,10,Дніпровський,2513,3,old,71119,Small,Normal,Far,Normal,Expensive
2933,27,3,Дніпровський,2278,1,old,39275,Small,Low,Normal,Few,Normal
2934,94,3,Дніпровський,2334,1,classic,59250,Large,Low,Normal,Few,Expensive
2935,50,11,Соломянський,2565,3,classic,71539,Normal,Normal,Far,Normal,Expensive
2936,45,20,Подільський,1794,2,fashion,80682,Normal,High,Normal,Normal,Expensive
2937,51,20,Дніпровський,753,2,old,40548,Normal,High,Normal,Normal,Normal
2938,62,21,Оболонський,1863,1,fashion,90874,Normal,High,Normal,Few,Expensive
2939,59,18,Дніпровський,2763,1,old,83257,Normal,High,Far,Few,Expensive
2940,44,3,Шевченківський,1645,3,classic,98622,Normal,Low,Normal,Normal,Expensive
2941,50,13,Оболонський,3052,3,classic,26930,Normal,High,Far,Normal,Cheap
2942,40,10,Деснянський,2997,2,old,38426,Normal,Normal,Far,Normal,Normal
2943,72,12,Дніпровський,1859,2,fashion,23044,Large,Normal,Normal,Normal,Cheap
2944,26,23,Дарницький,1524,1,fashion,62236,Small,High,Normal,Few,Expensive
2945,45,11,Печерський,3059,1,classic,46044,Normal,Normal,Far,Few,Normal
2946,31,15,Деснянський,3870,3,fashion,96004,Small,High,Far,Normal,Expensive
2947,96,15,Дарницький,3057,3,classic,91982,Large,High,Far,Normal,Expensive
2948,80,21,Дніпровський,4614,3,classic,61854,Large,High,Far,Normal,Expensive
2949,36,19,Оболонський,2426,3,classic,68662,Normal,High,Normal,Normal,Expensive
2950,62,21,Подільський,3662,3,old,55438,Normal,High,Far,Normal,Expensive
2951,87,3,Деснянський,1111,2,fashion,40876,Large,Low,Normal,Normal,Normal
2952,96,14,Голосіївський,1966,3,new,76674,Large,High,Normal,Normal,Expensive
2953,98,13,Голосіївський,4858,3,classic,84764,Large,High,Far,Normal,Expensive
2954,90,20,Соломянський,340,3,fashion,27336,Large,High,Near,Normal,Cheap
2955,24,23,Дарницький,2126,1,fashion,94449,Small,High,Normal,Few,Expensive
2956,47,2,Деснянський,4016,3,new,65589,Normal,Low,Far,Normal,Expensive
2957,68,1,Святошинський,2543,3,old,51810,Large,Low,Far,Normal,Expensive
2958,93,15,Голосіївський,593,2,new,51154,Large,High,Normal,Normal,Expensive
2959,31,6,Подільський,4443,2,classic,90163,Small,Normal,Far,Normal,Expensive
2960,34,6,Подільський,1455,1,new,83664,Small,Normal,Normal,Few,Expensive
2961,45,21,Подільський,4116,2,old,76215,Normal,High,Far,Normal,Expensive
2962,45,16,Шевченківський,1011,1,classic,60791,Normal,High,Normal,Few,Expensive
2963,87,1,Соломянський,3555,2,new,41378,Large,Low,Far,Normal,Normal
2964,80,4,Печерський,1853,1,fashion,63435,Large,Low,Normal,Few,Expensive
2965,91,6,Соломянський,4111,1,fashion,68609,Large,Normal,Far,Few,Expensive
2966,63,18,Дніпровський,1276,3,new,23314,Normal,High,Normal,Normal,Cheap
2967,96,7,Шевченківський,2855,1,classic,14058,Large,Normal,Far,Few,Cheap
2968,42,24,Святошинський,4013,2,old,30203,Normal,High,Far,Normal,Normal
2969,44,21,Печерський,1309,1,classic,53572,Normal,High,Normal,Few,Expensive
2970,25,24,Деснянський,2920,2,old,21652,Small,High,Far,Normal,Cheap
2971,26,7,Голосіївський,4654,1,classic,75400,Small,Normal,Far,Few,Expensive
2972,28,9,Голосіївський,3168,1,old,16466,Small,Normal,Far,Few,Cheap
2973,65,7,Подільський,1417,1,fashion,75984,Normal,Normal,Normal,Few,Expensive
2974,34,19,Печерський,1874,1,new,93800,Small,High,Normal,Few,Expensive
2975,29,10,Печерський,377,2,fashion,23944,Small,Normal,Near,Normal,Cheap
2976,91,22,Голосіївський,1666,1,fashion,59768,Large,High,Normal,Few,Expensive
2977,47,8,Печерський,1900,3,fashion,55951,Normal,Normal,Normal,Normal,Expensive
2978,42,14,Голосіївський,2826,1,new,96063,Normal,High,Far,Few,Expensive
2979,26,7,Деснянський,2902,3,fashion,70308,Small,Normal,Far,Normal,Expensive
2980,52,11,Соломянський,3356,2,new,58622,Normal,Normal,Far,Normal,Expensive
2981,40,21,Соломянський,1126,3,old,90861,Normal,High,Normal,Normal,Expensive
2982,70,21,Голосіївський,3183,2,fashion,79812,Large,High,Far,Normal,Expensive
2983,27,19,Соломянський,2560,3,new,55835,Small,High,Far,Normal,Expensive
2984,95,2,Шевченківський,2936,3,new,28937,Large,Low,Far,Normal,Cheap
2985,83,4,Оболонський,4202,2,old,31695,Large,Low,Far,Normal,Normal
2986,92,10,Дарницький,608,1,fashion,80314,Large,Normal,Normal,Few,Expensive
2987,26,20,Подільський,155,1,old,59242,Small,High,Near,Few,Expensive
2988,87,4,Святошинський,1853,1,classic,16634,Large,Low,Normal,Few,Cheap
2989,59,17,Голосіївський,2122,1,old,10122,Normal,High,Normal,Few,Cheap
2990,29,19,Шевченківський,786,1,new,75430,Small,High,Normal,Few,Expensive
2991,30,13,Дарницький,3152,1,old,90931,Small,High,Far,Few,Expensive
2992,48,23,Соломянський,2655,1,classic,54121,Normal,High,Far,Few,Expensive
2993,57,13,Подільський,2903,2,classic,54327,Normal,High,Far,Normal,Expensive
2994,90,19,Печерський,1245,3,new,78452,Large,High,Normal,Normal,Expensive
2995,20,5,Подільський,2477,3,new,71923,Small,Normal,Normal,Normal,Expensive
2996,86,2,Шевченківський,3860,3,fashion,70894,Large,Low,Far,Normal,Expensive
2997,29,21,Печерський,2850,1,old,93485,Small,High,Far,Few,Expensive
2998,78,6,Дніпровський,4919,2,old,88109,Large,Normal,Far,Normal,Expensive
2999,26,24,Соломянський,2823,1,fashion,57514,Small,High,Far,Few,Expensive
3000,99,9,Шевченківський,4688,1,new,60208,Large,Normal,Far,Few,Expensive
3001,91,16,Голосіївський,3515,1,new,80440,Large,High,Far,Few,Expensive
3002,37,8,Соломянський,1912,3,fashion,49053,Normal,Normal,Normal,Normal,Normal
3003,33,12,Шевченківський,2512,1,classic,20339,Small,Normal,Far,Few,Cheap
3004,28,16,Деснянський,1687,2,classic,32584,Small,High,Normal,Normal,Normal
3005,48,5,Подільський,3374,3,new,37292,Normal,Normal,Far,Normal,Normal
